id,sentiment
"12311_10",0.9999995990883004
"8348_2",2.8522904917967087e-06
"5828_4",0.0017603691263540894
"7186_2",0.9360165911384283
"12128_7",0.7888075130391274
"2913_8",0.9305189269314135
"4396_1",5.958256481757291e-05
"395_2",0.9977584712498831
"10616_1",0.0019537961751407134
"9074_9",0.002743645525667786
"9252_3",8.682551124897913e-17
"9896_9",0.21156668231153172
"574_4",0.0173065526644842
"11182_8",0.03680882534782088
"11656_4",2.106317829829327e-08
"2322_4",0.9998539834702194
"8703_1",0.021001275212722142
"7483_1",0.47176424550677254
"6007_10",0.38975020590819404
"12424_4",2.0941300854412e-10
"4672_1",2.330991803806733e-19
"10841_3",0.005691303549900916
"8954_7",9.064852172784537e-06
"7392_1",9.362624278778722e-06
"10288_8",0.9600839145174965
"5343_4",3.859753947661982e-05
"4950_1",2.2603511253464633e-09
"9257_4",0.9999703973969273
"8689_3",0.00015020258355412998
"4480_2",0.0162043046524511
"9286_10",0.9884424719773038
"12245_10",0.9999995421153969
"7529_7",0.6476383059620994
"4_4",0.0056609718667954174
"5299_2",3.880659955953448e-07
"12077_8",0.9943205496631773
"10701_2",1.2485060173871946e-05
"11579_1",1.7070034610985956e-08
"10993_1",0.6508138807584898
"8913_1",4.93117431327649e-05
"1350_3",0.9545792229354962
"3804_2",3.624269125669445e-07
"5025_3",0.9924362634988533
"5170_8",0.8454191155768758
"8225_8",0.9999999999877451
"6427_7",0.20046373315485888
"3165_3",0.0014081492990274391
"7902_9",0.9994979968116982
"8208_3",2.8243545753611864e-06
"3577_8",0.06558505465716466
"4865_1",0.00011606767436320227
"9063_3",0.003380889599643883
"1106_1",0.0010831523354705946
"1117_9",0.937642923552767
"1050_4",9.617961050533996e-05
"10755_9",0.8449098010600089
"2729_8",0.9999998082404816
"10072_10",0.8707218805593588
"2904_7",0.9984686341338641
"4584_2",0.0024756709524360516
"189_4",0.9999866344978806
"6302_4",0.0012247422443210007
"8138_9",0.9967547109357892
"1262_1",0.02057568524959317
"2199_10",0.9999837726434366
"6551_7",4.376930620097446e-06
"8082_7",0.00421385779217202
"4897_8",0.9999999983698635
"7360_1",1.4520833864438283e-36
"11012_10",0.9999941735285667
"12046_1",0.0009998667332605635
"2331_2",0.028552352227479896
"8961_9",0.9980524378013559
"751_7",0.19271636615071577
"9884_10",0.2521767993934502
"10016_8",0.9569600516390449
"8023_10",0.9968841851509619
"2628_1",5.082430247979129e-11
"5832_1",2.0850765177919822e-21
"7302_1",5.579906819567977e-09
"4501_3",2.7771709781475936e-06
"1121_7",0.9240623433795543
"8334_3",0.013213940377739328
"9789_10",0.0004977664622300891
"4230_10",0.14457237980264379
"824_4",0.42898962818612196
"6803_9",0.05728640696482633
"3086_7",0.14316528848692986
"1135_8",0.8854262865723245
"10136_1",2.2811900443257938e-07
"11129_3",9.34350779132783e-06
"2072_8",8.529170416100503e-05
"9501_7",0.9999754188764699
"319_10",0.008109689583447937
"1693_7",0.997451472528838
"10886_1",3.313931317144335e-08
"9406_8",0.99816035610686
"10376_10",0.3386309183511812
"9902_1",0.8943231056699001
"9938_8",3.0947191731070356e-15
"7080_9",0.00027357358656714673
"11944_8",0.9980888080014308
"5249_1",4.031871080582548e-15
"9599_2",0.00026621249415828145
"9620_1",0.9782470148599325
"11244_1",8.922170303681431e-12
"6841_10",0.8428761802144845
"10050_4",0.9754744130050985
"10512_9",0.9803210598219656
"11327_3",1.4892083700460652e-06
"10681_8",0.999999969171037
"808_3",0.0015632439943266325
"546_7",0.9997586695387155
"10765_1",7.318207825106617e-15
"7189_9",0.9488640553974934
"6005_9",0.9999999994219928
"11915_9",0.9953913551452904
"5740_10",0.6215043062838559
"7097_10",4.786769655575586e-11
"9573_10",0.7885165811756734
"5084_4",0.0004903833397669306
"12332_7",0.8521153120475636
"8154_1",6.143786498278814e-06
"5610_1",0.9999991081808115
"5323_9",0.9999998127749397
"11034_8",0.9999997949590308
"3977_2",0.015832448122352603
"12380_7",0.00013584193451507079
"1737_8",1.1211140935764472e-11
"6030_9",0.0010538859230032184
"5918_7",0.9999998895768827
"7061_9",0.7482654559701304
"266_8",0.8508779979271
"1375_10",0.9999999441888381
"8648_3",7.665045223367337e-12
"10146_10",0.24355191434956783
"4578_10",0.9999950533048559
"4685_8",0.9994572616652684
"11843_9",0.9999869917279944
"5467_10",0.9999991917152341
"10140_10",0.006442341671269269
"7721_8",0.4753102097651649
"11208_10",6.573829765363866e-07
"1063_10",0.8393936506321877
"8260_10",0.7421272786874875
"3182_9",0.9999781715922513
"2797_8",0.927776248203646
"7613_2",0.8264273535150162
"11624_4",0.028075919754454715
"4847_10",0.38771959589208504
"10684_7",0.15587212730229014
"6312_1",5.039021614317084e-06
"4925_3",6.006659376177348e-07
"4125_1",1.493892204916635e-08
"2394_10",0.9999964577890046
"12105_10",0.9197856626956145
"7812_1",0.04293906153977871
"1061_8",0.9999999113249175
"9343_3",0.44003176120944754
"7696_10",0.9999975466943749
"9355_10",1.0
"782_9",0.9994579478586759
"9882_10",0.9999999990151733
"10642_10",0.9760288880519977
"7410_2",0.0010960488945373512
"9591_4",0.020804612700138753
"11902_3",4.4542535771713206e-07
"3495_7",9.624009084388816e-06
"6733_1",0.0001686839843283486
"4552_1",2.57910734312001e-10
"6722_1",1.8585807697318637e-05
"188_10",0.9985191714751935
"5099_10",0.0008617018115687504
"10313_1",0.4317640585067189
"6756_9",0.028281760922191305
"6622_2",5.764860689217667e-08
"4807_10",0.9999770239742392
"7173_3",0.41233717682050586
"11321_8",2.0543757848556435e-05
"7909_9",0.15570360870117494
"8012_7",0.938028869473655
"8615_4",0.001206935210987506
"8117_10",0.9999907516137051
"1892_10",3.91492437759873e-06
"4617_1",4.243741502328054e-06
"1893_8",0.1773454382552867
"5435_1",4.793675978268124e-08
"162_3",0.03466504456772935
"6516_10",0.999999999985838
"11588_7",0.9978098325324585
"2006_1",1.4999225766918139e-05
"1594_4",0.013164307201201148
"1472_1",9.339133520070566e-06
